onet_soc_code,onet_soc_title,nem_code,nem_title,ooh_profile_code,ooh_profile_title,ooh_profile_website,onet_soc_norm
47-4021.00,Elevator and Escalator Installers and Repairers,47-4021,Elevator and escalator installers and repairers,B275,Elevator and escalator installers and repairers,https://www.bls.gov/ooh/construction-and-extraction/elevator-installers-and-repairers.htm,47-4021
47-4031.00,Fence Erectors,47-4031,Fence erectors,—,,,47-4031
47-4041.00,Hazardous Materials Removal Workers,47-4041,Hazardous materials removal workers,B276,Hazardous materials removal workers,https://www.bls.gov/ooh/construction-and-extraction/hazardous-materials-removal-workers.htm,47-4041
47-4051.00,Highway Maintenance Workers,47-4051,Highway maintenance workers,—,,,47-4051
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,47-4061,Rail-track laying and maintenance equipment operators,—,,,47-4061
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071,Septic tank servicers and sewer pipe cleaners,—,,,47-4071
47-4091.00,Segmental Pavers,47-4090,Miscellaneous construction and related workers,—,,,47-4091
47-4099.00,"Construction and Related Workers, All Other",47-4090,Miscellaneous construction and related workers,—,,,47-4099
47-4099.03,Weatherization Installers and Technicians,47-4090,Miscellaneous construction and related workers,—,,,47-4099
47-5011.00,"Derrick Operators, Oil and Gas",47-5011,"Derrick operators, oil and gas",B410,Oil and gas workers,https://www.bls.gov/ooh/construction-and-extraction/oil-and-gas-workers.htm,47-5011
47-5012.00,"Rotary Drill Operators, Oil and Gas",47-5012,"Rotary drill operators, oil and gas",B410,Oil and gas workers,https://www.bls.gov/ooh/construction-and-extraction/oil-and-gas-workers.htm,47-5012
47-5013.00,"Service Unit Operators, Oil and Gas",47-5013,"Service unit operators, oil and gas",B410,Oil and gas workers,https://www.bls.gov/ooh/construction-and-extraction/oil-and-gas-workers.htm,47-5013
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47-5022,"Excavating and loading machine and dragline operators, surface mining",—,,,47-5022
47-5023.00,"Earth Drillers, Except Oil and Gas",47-5023,"Earth drillers, except oil and gas",—,,,47-5023
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5032,"Explosives workers, ordnance handling experts, and blasters",—,,,47-5032
47-5041.00,Continuous Mining Machine Operators,47-5041,Continuous mining machine operators,—,,,47-5041
47-5043.00,"Roof Bolters, Mining",47-5043,"Roof bolters, mining",—,,,47-5043
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",47-5044,"Loading and moving machine operators, underground mining",—,,,47-5044
47-5049.00,"Underground Mining Machine Operators, All Other",47-5049,"Underground mining machine operators, all other",—,,,47-5049
47-5051.00,"Rock Splitters, Quarry",47-5051,"Rock splitters, quarry",—,,,47-5051
47-5071.00,"Roustabouts, Oil and Gas",47-5071,"Roustabouts, oil and gas",B410,Oil and gas workers,https://www.bls.gov/ooh/construction-and-extraction/oil-and-gas-workers.htm,47-5071
47-5081.00,Helpers--Extraction Workers,47-5081,Helpers--extraction workers,—,,,47-5081
47-5099.00,"Extraction Workers, All Other",47-5099,"Extraction workers, all other",—,,,47-5099
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011,"First-line supervisors of mechanics, installers, and repairers",—,,,49-1011
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2011,"Computer, automated teller, and office machine repairers",—,,,49-2011
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021,"Radio, cellular, and tower equipment installers and repairers",B279,Telecommunications technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm,49-2021
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022,"Telecommunications equipment installers and repairers, except line installers",B279,Telecommunications technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm,49-2022
49-2091.00,Avionics Technicians,49-2091,Avionics technicians,B280,Aircraft and avionics equipment mechanics and technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm,49-2091
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-2092,"Electric motor, power tool, and related repairers",B373,Electrical and electronics installers and repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,49-2092
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093,"Electrical and electronics installers and repairers, transportation equipment",B373,Electrical and electronics installers and repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,49-2093
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,"Electrical and electronics repairers, commercial and industrial equipment",B373,Electrical and electronics installers and repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,49-2094
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095,"Electrical and electronics repairers, powerhouse, substation, and relay",B373,Electrical and electronics installers and repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,49-2095
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096,"Electronic equipment installers and repairers, motor vehicles",B373,Electrical and electronics installers and repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,49-2096
49-2097.00,Audiovisual Equipment Installers and Repairers,49-2097,Audiovisual equipment installers and repairers,—,,,49-2097
49-2098.00,Security and Fire Alarm Systems Installers,49-2098,Security and fire alarm systems installers,—,,,49-2098
49-3011.00,Aircraft Mechanics and Service Technicians,49-3011,Aircraft mechanics and service technicians,B280,Aircraft and avionics equipment mechanics and technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm,49-3011
49-3021.00,Automotive Body and Related Repairers,49-3021,Automotive body and related repairers,B282,Automotive body and glass repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-body-and-glass-repairers.htm,49-3021
49-3022.00,Automotive Glass Installers and Repairers,49-3022,Automotive glass installers and repairers,B282,Automotive body and glass repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-body-and-glass-repairers.htm,49-3022
49-3023.00,Automotive Service Technicians and Mechanics,49-3023,Automotive service technicians and mechanics,B283,Automotive service technicians and mechanics,https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-service-technicians-and-mechanics.htm,49-3023
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031,Bus and truck mechanics and diesel engine specialists,B284,Diesel service technicians and mechanics,https://www.bls.gov/ooh/installation-maintenance-and-repair/diesel-service-technicians-and-mechanics.htm,49-3031
49-3041.00,Farm Equipment Mechanics and Service Technicians,49-3041,Farm equipment mechanics and service technicians,B285,Heavy vehicle and mobile equipment service technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm,49-3041
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042,"Mobile heavy equipment mechanics, except engines",B285,Heavy vehicle and mobile equipment service technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm,49-3042
49-3043.00,Rail Car Repairers,49-3043,Rail car repairers,B285,Heavy vehicle and mobile equipment service technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm,49-3043
49-3051.00,Motorboat Mechanics and Service Technicians,49-3051,Motorboat mechanics and service technicians,B286,Small engine mechanics,https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,49-3051
49-3052.00,Motorcycle Mechanics,49-3052,Motorcycle mechanics,B286,Small engine mechanics,https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,49-3052
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053,Outdoor power equipment and other small engine mechanics,B286,Small engine mechanics,https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,49-3053
49-3091.00,Bicycle Repairers,49-3091,Bicycle repairers,—,,,49-3091
49-3092.00,Recreational Vehicle Service Technicians,49-3092,Recreational vehicle service technicians,—,,,49-3092
49-3093.00,Tire Repairers and Changers,49-3093,Tire repairers and changers,—,,,49-3093
49-9011.00,Mechanical Door Repairers,49-9011,Mechanical door repairers,—,,,49-9011
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9012,"Control and valve installers and repairers, except mechanical door",—,,,49-9012
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",B287,"Heating, air conditioning, and refrigeration mechanics and installers",https://www.bls.gov/ooh/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm,49-9021
49-9031.00,Home Appliance Repairers,49-9031,Home appliance repairers,—,,,49-9031
49-9041.00,Industrial Machinery Mechanics,49-9041,Industrial machinery mechanics,B288,"Industrial machinery mechanics, machinery maintenance workers, and millwrights",https://www.bls.gov/ooh/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm,49-9041
49-9043.00,"Maintenance Workers, Machinery",49-9043,"Maintenance workers, machinery",B288,"Industrial machinery mechanics, machinery maintenance workers, and millwrights",https://www.bls.gov/ooh/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm,49-9043
49-9044.00,Millwrights,49-9044,Millwrights,B288,"Industrial machinery mechanics, machinery maintenance workers, and millwrights",https://www.bls.gov/ooh/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm,49-9044
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",49-9045,"Refractory materials repairers, except brickmasons",—,,,49-9045
49-9051.00,Electrical Power-Line Installers and Repairers,49-9051,Electrical power-line installers and repairers,B291,Electrical power-line installers and repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/line-installers-and-repairers.htm,49-9051
49-9052.00,Telecommunications Line Installers and Repairers,49-9052,Telecommunications line installers and repairers,B279,Telecommunications technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm,49-9052
49-9061.00,Camera and Photographic Equipment Repairers,49-9061,Camera and photographic equipment repairers,—,,,49-9061
49-9062.00,Medical Equipment Repairers,49-9062,Medical equipment repairers,B292,Medical equipment repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/medical-equipment-repairers.htm,49-9062
49-9063.00,Musical Instrument Repairers and Tuners,49-9063,Musical instrument repairers and tuners,—,,,49-9063
49-9064.00,Watch and Clock Repairers,49-9064,Watch and clock repairers,—,,,49-9064
49-9069.00,"Precision Instrument and Equipment Repairers, All Other",49-9069,"Precision instrument and equipment repairers, all other",—,,,49-9069
49-9071.00,"Maintenance and Repair Workers, General",49-9071,"Maintenance and repair workers, general",B289,General maintenance and repair workers,https://www.bls.gov/ooh/installation-maintenance-and-repair/general-maintenance-and-repair-workers.htm,49-9071
49-9081.00,Wind Turbine Service Technicians,49-9081,Wind turbine service technicians,B255,Wind turbine technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/wind-turbine-technicians.htm,49-9081
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091,"Coin, vending, and amusement machine servicers and repairers",—,,,49-9091
49-9092.00,Commercial Divers,49-9092,Commercial divers,—,,,49-9092
49-9094.00,Locksmiths and Safe Repairers,49-9094,Locksmiths and safe repairers,—,,,49-9094
49-9095.00,Manufactured Building and Mobile Home Installers,49-9095,Manufactured building and mobile home installers,—,,,49-9095
49-9096.00,Riggers,49-9096,Riggers,—,,,49-9096
49-9097.00,Signal and Track Switch Repairers,49-9097,Signal and track switch repairers,—,,,49-9097
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",49-9098,"Helpers--installation, maintenance, and repair workers",—,,,49-9098
49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",49-9099,"Installation, maintenance, and repair workers, all other",—,,,49-9099
49-9099.01,Geothermal Technicians,49-9099,"Installation, maintenance, and repair workers, all other",—,,,49-9099
51-1011.00,First-Line Supervisors of Production and Operating Workers,51-1011,First-line supervisors of production and operating workers,—,,,51-1011
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",B293,Assemblers and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,51-2011
51-2021.00,"Coil Winders, Tapers, and Finishers",51-2021,"Coil winders, tapers, and finishers",B293,Assemblers and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,51-2021
51-2022.00,Electrical and Electronic Equipment Assemblers,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",B293,Assemblers and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,51-2022
51-2023.00,Electromechanical Equipment Assemblers,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",B293,Assemblers and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,51-2023
51-2031.00,Engine and Other Machine Assemblers,51-2031,Engine and other machine assemblers,B293,Assemblers and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,51-2031
51-2041.00,Structural Metal Fabricators and Fitters,51-2041,Structural metal fabricators and fitters,B293,Assemblers and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,51-2041
51-2051.00,Fiberglass Laminators and Fabricators,51-2051,Fiberglass laminators and fabricators,B293,Assemblers and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,51-2051
51-2061.00,Timing Device Assemblers and Adjusters,51-2061,Timing device assemblers and adjusters,B293,Assemblers and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,51-2061
51-2092.00,Team Assemblers,51-2090,Miscellaneous assemblers and fabricators,B293,Assemblers and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,51-2092
51-2099.00,"Assemblers and Fabricators, All Other",51-2090,Miscellaneous assemblers and fabricators,B293,Assemblers and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,51-2099
51-3011.00,Bakers,51-3011,Bakers,B294,Bakers,https://www.bls.gov/ooh/production/bakers.htm,51-3011
51-3021.00,Butchers and Meat Cutters,51-3021,Butchers and meat cutters,B295,Butchers,https://www.bls.gov/ooh/production/butchers-and-meat-cutters.htm,51-3021
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",51-3022,"Meat, poultry, and fish cutters and trimmers",—,,,51-3022
51-3023.00,Slaughterers and Meat Packers,51-3023,Slaughterers and meat packers,—,,,51-3023
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",B381,Food processing equipment workers,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,51-3091
51-3092.00,Food Batchmakers,51-3092,Food batchmakers,B381,Food processing equipment workers,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,51-3092
51-3093.00,Food Cooking Machine Operators and Tenders,51-3093,Food cooking machine operators and tenders,B381,Food processing equipment workers,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,51-3093
51-3099.00,"Food Processing Workers, All Other",51-3099,"Food processing workers, all other",B381,Food processing equipment workers,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,51-3099
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4021
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022,"Forging machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4022
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023,"Rolling machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4023
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4031
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4032
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4033
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4034
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4035
51-4041.00,Machinists,51-4041,Machinists,B297,Machinists and tool and die makers,https://www.bls.gov/ooh/production/machinists-and-tool-and-die-makers.htm,51-4041
51-4051.00,Metal-Refining Furnace Operators and Tenders,51-4051,Metal-refining furnace operators and tenders,B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4051
51-4052.00,"Pourers and Casters, Metal",51-4052,"Pourers and casters, metal",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4052
51-4061.00,"Model Makers, Metal and Plastic",51-4061,"Model makers, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4061
51-4062.00,"Patternmakers, Metal and Plastic",51-4062,"Patternmakers, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4062
51-4071.00,Foundry Mold and Coremakers,51-4071,Foundry mold and coremakers,B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4071
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4072
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4081
51-4111.00,Tool and Die Makers,51-4111,Tool and die makers,B297,Machinists and tool and die makers,https://www.bls.gov/ooh/production/machinists-and-tool-and-die-makers.htm,51-4111
51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121,"Welders, cutters, solderers, and brazers",B298,"Welders, cutters, solderers, and brazers",https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,51-4121
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4122
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4191
51-4192.00,"Layout Workers, Metal and Plastic",51-4192,"Layout workers, metal and plastic",—,,,51-4192
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193,"Plating machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-4193
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4194,"Tool grinders, filers, and sharpeners",—,,,51-4194
51-4199.00,"Metal Workers and Plastic Workers, All Other",51-4199,"Metal workers and plastic workers, all other",—,,,51-4199
51-5111.00,Prepress Technicians and Workers,51-5111,Prepress technicians and workers,—,,,51-5111
51-5112.00,Printing Press Operators,51-5112,Printing press operators,—,,,51-5112
51-5113.00,Print Binding and Finishing Workers,51-5113,Print binding and finishing workers,—,,,51-5113
51-6011.00,Laundry and Dry-Cleaning Workers,51-6011,Laundry and dry-cleaning workers,—,,,51-6011
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-6021,"Pressers, textile, garment, and related materials",—,,,51-6021
51-6031.00,Sewing Machine Operators,51-6031,Sewing machine operators,—,,,51-6031
51-6041.00,Shoe and Leather Workers and Repairers,51-6041,Shoe and leather workers and repairers,—,,,51-6041
51-6042.00,Shoe Machine Operators and Tenders,51-6042,Shoe machine operators and tenders,—,,,51-6042
51-6051.00,"Sewers, Hand",51-6051,"Sewers, hand",—,,,51-6051
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-6052,"Tailors, dressmakers, and custom sewers",—,,,51-6052
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061,Textile bleaching and dyeing machine operators and tenders,—,,,51-6061
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062,"Textile cutting machine setters, operators, and tenders",—,,,51-6062
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063,"Textile knitting and weaving machine setters, operators, and tenders",—,,,51-6063
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",—,,,51-6064
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",—,,,51-6091
51-6092.00,Fabric and Apparel Patternmakers,51-6092,Fabric and apparel patternmakers,—,,,51-6092
51-6093.00,Upholsterers,51-6093,Upholsterers,—,,,51-6093
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",51-6099,"Textile, apparel, and furnishings workers, all other",—,,,51-6099
51-7011.00,Cabinetmakers and Bench Carpenters,51-7011,Cabinetmakers and bench carpenters,B300,Woodworkers,https://www.bls.gov/ooh/production/woodworkers.htm,51-7011
51-7021.00,Furniture Finishers,51-7021,Furniture finishers,B300,Woodworkers,https://www.bls.gov/ooh/production/woodworkers.htm,51-7021
51-7031.00,"Model Makers, Wood",51-7031,"Model makers, wood",—,,,51-7031
51-7032.00,"Patternmakers, Wood",51-7032,"Patternmakers, wood",—,,,51-7032
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-7041,"Sawing machine setters, operators, and tenders, wood",B300,Woodworkers,https://www.bls.gov/ooh/production/woodworkers.htm,51-7041
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042,"Woodworking machine setters, operators, and tenders, except sawing",B300,Woodworkers,https://www.bls.gov/ooh/production/woodworkers.htm,51-7042
51-7099.00,"Woodworkers, All Other",51-7099,"Woodworkers, all other",—,,,51-7099
51-8011.00,Nuclear Power Reactor Operators,51-8011,Nuclear power reactor operators,B301,"Power plant operators, distributors, and dispatchers",https://www.bls.gov/ooh/production/power-plant-operators-distributors-and-dispatchers.htm,51-8011
51-8012.00,Power Distributors and Dispatchers,51-8012,Power distributors and dispatchers,B301,"Power plant operators, distributors, and dispatchers",https://www.bls.gov/ooh/production/power-plant-operators-distributors-and-dispatchers.htm,51-8012
51-8013.00,Power Plant Operators,51-8013,Power plant operators,B301,"Power plant operators, distributors, and dispatchers",https://www.bls.gov/ooh/production/power-plant-operators-distributors-and-dispatchers.htm,51-8013
51-8013.03,Biomass Plant Technicians,51-8013,Power plant operators,B301,"Power plant operators, distributors, and dispatchers",https://www.bls.gov/ooh/production/power-plant-operators-distributors-and-dispatchers.htm,51-8013
51-8013.04,Hydroelectric Plant Technicians,51-8013,Power plant operators,B301,"Power plant operators, distributors, and dispatchers",https://www.bls.gov/ooh/production/power-plant-operators-distributors-and-dispatchers.htm,51-8013
51-8021.00,Stationary Engineers and Boiler Operators,51-8021,Stationary engineers and boiler operators,B303,Stationary engineers and boiler operators,https://www.bls.gov/ooh/production/stationary-engineers-and-boiler-operators.htm,51-8021
51-8031.00,Water and Wastewater Treatment Plant and System Operators,51-8031,Water and wastewater treatment plant and system operators,B304,Water and wastewater treatment plant and system operators,https://www.bls.gov/ooh/production/water-and-wastewater-treatment-plant-and-system-operators.htm,51-8031
51-8091.00,Chemical Plant and System Operators,51-8091,Chemical plant and system operators,—,,,51-8091
51-8092.00,Gas Plant Operators,51-8092,Gas plant operators,—,,,51-8092
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093,"Petroleum pump system operators, refinery operators, and gaugers",—,,,51-8093
51-8099.00,"Plant and System Operators, All Other",51-8099,"Plant and system operators, all other",—,,,51-8099
51-8099.01,Biofuels Processing Technicians,51-8099,"Plant and system operators, all other",—,,,51-8099
51-9011.00,Chemical Equipment Operators and Tenders,51-9011,Chemical equipment operators and tenders,—,,,51-9011
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",—,,,51-9012
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",—,,,51-9021
51-9022.00,"Grinding and Polishing Workers, Hand",51-9022,"Grinding and polishing workers, hand",—,,,51-9022
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023,"Mixing and blending machine setters, operators, and tenders",—,,,51-9023
51-9031.00,"Cutters and Trimmers, Hand",51-9031,"Cutters and trimmers, hand",—,,,51-9031
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032,"Cutting and slicing machine setters, operators, and tenders",—,,,51-9032
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",—,,,51-9041
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",—,,,51-9051
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061,"Inspectors, testers, sorters, samplers, and weighers",B306,Quality control inspectors,https://www.bls.gov/ooh/production/quality-control-inspectors.htm,51-9061
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071,Jewelers and precious stone and metal workers,B307,Jewelers and precious stone and metal workers,https://www.bls.gov/ooh/production/jewelers-and-precious-stone-and-metal-workers.htm,51-9071
51-9071.06,Gem and Diamond Workers,51-9071,Jewelers and precious stone and metal workers,B307,Jewelers and precious stone and metal workers,https://www.bls.gov/ooh/production/jewelers-and-precious-stone-and-metal-workers.htm,51-9071
